_id,co_mun,no_mun,ano,variavel,saude_categoria,saude_subcategoria,valor
290,2702355,Craíbas,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,24.828
291,2702355,Craíbas,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,395.257
292,2702355,Craíbas,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,24.587
293,2702355,Craíbas,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
294,2702355,Craíbas,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,8.289
295,2702355,Craíbas,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,772.121
296,2702355,Craíbas,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,74.047
297,2702355,Craíbas,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,24.594
298,2702355,Craíbas,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,157.499
299,2702355,Craíbas,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,7.875
300,2702355,Craíbas,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,594.558
301,2702405,Delmiro Gouveia,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
302,2702405,Delmiro Gouveia,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,128.532
303,2702405,Delmiro Gouveia,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,805.816
304,2702405,Delmiro Gouveia,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,231.331
305,2702405,Delmiro Gouveia,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,17.111
306,2702405,Delmiro Gouveia,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,17.387
307,2702405,Delmiro Gouveia,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,161.489
308,2702405,Delmiro Gouveia,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,430.523
309,2702405,Delmiro Gouveia,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,91.427
310,2702405,Delmiro Gouveia,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,426.751
311,2702405,Delmiro Gouveia,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,35.075
312,2702405,Delmiro Gouveia,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,498.85
313,2702504,Dois Riachos,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
314,2702504,Dois Riachos,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,35.622
315,2702504,Dois Riachos,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,873.129
316,2702504,Dois Riachos,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,71.308
317,2702504,Dois Riachos,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,8.917
318,2702504,Dois Riachos,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,54.279
319,2702504,Dois Riachos,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,18.059
320,2702504,Dois Riachos,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
321,2702504,Dois Riachos,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,27.127
322,2702504,Dois Riachos,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,50.994
323,2702504,Dois Riachos,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,10.199
324,2702504,Dois Riachos,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,50.994
325,2702553,Estrela de Alagoas,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
326,2702553,Estrela de Alagoas,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,5.495
327,2702553,Estrela de Alagoas,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,142.03
328,2702553,Estrela de Alagoas,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
329,2702553,Estrela de Alagoas,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
330,2702553,Estrela de Alagoas,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
331,2702553,Estrela de Alagoas,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,115.353
332,2702553,Estrela de Alagoas,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
333,2702553,Estrela de Alagoas,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,21.853
334,2702553,Estrela de Alagoas,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
335,2702553,Estrela de Alagoas,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
336,2702553,Estrela de Alagoas,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
337,2702603,Feira Grande,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
338,2702603,Feira Grande,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,638.222
339,2702603,Feira Grande,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,797.967
340,2702603,Feira Grande,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,253.807
341,2702603,Feira Grande,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
342,2702603,Feira Grande,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
343,2702603,Feira Grande,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,613.552
344,2702603,Feira Grande,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,198.395
345,2702603,Feira Grande,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,31.543
346,2702603,Feira Grande,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,180.521
347,2702603,Feira Grande,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,105.671
348,2702603,Feira Grande,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,2298.344
349,2702702,Feliz Deserto,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
350,2702702,Feliz Deserto,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,21.213
351,2702702,Feliz Deserto,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
352,2702702,Feliz Deserto,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
353,2702702,Feliz Deserto,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
354,2702702,Feliz Deserto,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
355,2702702,Feliz Deserto,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,694.152
356,2702702,Feliz Deserto,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,20.925
357,2702702,Feliz Deserto,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,20.82
358,2702702,Feliz Deserto,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,50.467
359,2702702,Feliz Deserto,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,25.233
360,2702702,Feliz Deserto,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
361,2702801,Flexeiras,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
362,2702801,Flexeiras,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,15.516
363,2702801,Flexeiras,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,61.934
364,2702801,Flexeiras,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,15.452
365,2702801,Flexeiras,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
366,2702801,Flexeiras,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
367,2702801,Flexeiras,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,758.405
368,2702801,Flexeiras,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,7.808
369,2702801,Flexeiras,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,101.38
370,2702801,Flexeiras,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,717.405
371,2702801,Flexeiras,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,10.397
372,2702801,Flexeiras,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,301.518
373,2702900,Girau do Ponciano,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
374,2702900,Girau do Ponciano,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,29.925
375,2702900,Girau do Ponciano,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,130.803
376,2702900,Girau do Ponciano,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,36.664
377,2702900,Girau do Ponciano,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,4.845
378,2702900,Girau do Ponciano,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,2.464
379,2702900,Girau do Ponciano,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,75.763
380,2702900,Girau do Ponciano,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,9.7
381,2702900,Girau do Ponciano,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,12.034
382,2702900,Girau do Ponciano,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,5.54
383,2702900,Girau do Ponciano,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,5.54
384,2702900,Girau do Ponciano,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,99.717
385,2703007,Ibateguara,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
386,2703007,Ibateguara,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
387,2703007,Ibateguara,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,18.984
388,2703007,Ibateguara,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,12.641
389,2703007,Ibateguara,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,6.313
390,2703007,Ibateguara,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
391,2703007,Ibateguara,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,473.873
392,2703007,Ibateguara,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,403.148
393,2703007,Ibateguara,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,51.161
394,2703007,Ibateguara,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,276.746
395,2703007,Ibateguara,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,65.545
396,2703007,Ibateguara,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,80.111
397,2703106,Igaci,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
398,2703106,Igaci,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,23.024
399,2703106,Igaci,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,264.967
400,2703106,Igaci,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,46.099
401,2703106,Igaci,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,3.843
402,2703106,Igaci,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,3.899
403,2703106,Igaci,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,136.553
404,2703106,Igaci,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,23.426
405,2703106,Igaci,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
406,2703106,Igaci,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,487.602
407,2703106,Igaci,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
408,2703106,Igaci,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,16.67
409,2703205,Igreja Nova,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
410,2703205,Igreja Nova,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,16.357
411,2703205,Igreja Nova,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,56.968
412,2703205,Igreja Nova,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,24.304
413,2703205,Igreja Nova,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,8.067
414,2703205,Igreja Nova,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,12.291
415,2703205,Igreja Nova,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,624.515
416,2703205,Igreja Nova,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,16.269
417,2703205,Igreja Nova,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,48.642
418,2703205,Igreja Nova,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,60.827
419,2703205,Igreja Nova,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,9.358
420,2703205,Igreja Nova,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,51.469
421,2703304,Inhapi,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
422,2703304,Inhapi,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,16.186
423,2703304,Inhapi,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,7008.217
424,2703304,Inhapi,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,380.963
425,2703304,Inhapi,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,10.723
426,2703304,Inhapi,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,10.883
427,2703304,Inhapi,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,114.224
428,2703304,Inhapi,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,38.06
429,2703304,Inhapi,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
430,2703304,Inhapi,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,665.919
431,2703304,Inhapi,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,32.966
432,2703304,Inhapi,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,164.832
433,2703403,Jacaré dos Homens,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
434,2703403,Jacaré dos Homens,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
435,2703403,Jacaré dos Homens,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,110.518
436,2703403,Jacaré dos Homens,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,37.099
437,2703403,Jacaré dos Homens,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
438,2703403,Jacaré dos Homens,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,37.821
439,2703403,Jacaré dos Homens,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,761.47
440,2703403,Jacaré dos Homens,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,95.804
441,2703403,Jacaré dos Homens,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,57.859
442,2703403,Jacaré dos Homens,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,511.509
443,2703403,Jacaré dos Homens,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,98.367
444,2703403,Jacaré dos Homens,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,826.284
445,2703502,Jacuípe,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
446,2703502,Jacuípe,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,41.8
447,2703502,Jacuípe,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,125.663
448,2703502,Jacuípe,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,27.98
449,2703502,Jacuípe,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,14.015
450,2703502,Jacuípe,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
451,2703502,Jacuípe,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,170.916
452,2703502,Jacuípe,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,57.094
453,2703502,Jacuípe,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,286.041
454,2703502,Jacuípe,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,56.054
455,2703502,Jacuípe,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,37.369
456,2703502,Jacuípe,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,93.423
457,2703601,Japaratinga,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
458,2703601,Japaratinga,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,12.057
459,2703601,Japaratinga,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
460,2703601,Japaratinga,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
461,2703601,Japaratinga,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
462,2703601,Japaratinga,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,12.024
463,2703601,Japaratinga,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,466.451
464,2703601,Japaratinga,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
465,2703601,Japaratinga,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,118.427
466,2703601,Japaratinga,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,206.096
467,2703601,Japaratinga,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,21.694
468,2703601,Japaratinga,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,1420.978
469,2703700,Jaramataia,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
470,2703700,Jaramataia,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,35.051
471,2703700,Jaramataia,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,158.033
472,2703700,Jaramataia,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
473,2703700,Jaramataia,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
474,2703700,Jaramataia,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
475,2703700,Jaramataia,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,1473.137
476,2703700,Jaramataia,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,121.507
477,2703700,Jaramataia,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
478,2703700,Jaramataia,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,621.866
479,2703700,Jaramataia,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,60.181
480,2703700,Jaramataia,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,320.963
481,2703759,Jequiá da Praia,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
482,2703759,Jequiá da Praia,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,67.125
483,2703759,Jequiá da Praia,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,58.977
484,2703759,Jequiá da Praia,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,25.372
485,2703759,Jequiá da Praia,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
486,2703759,Jequiá da Praia,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
487,2703759,Jequiá da Praia,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,129.534
488,2703759,Jequiá da Praia,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,8.669
489,2703759,Jequiá da Praia,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
490,2703759,Jequiá da Praia,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,31.679
491,2703759,Jequiá da Praia,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,21.119
492,2703759,Jequiá da Praia,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,316.79
493,2703809,Joaquim Gomes,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
494,2703809,Joaquim Gomes,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,16.708
495,2703809,Joaquim Gomes,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,116.371
496,2703809,Joaquim Gomes,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,33.093
497,2703809,Joaquim Gomes,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
498,2703809,Joaquim Gomes,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,12.551
499,2703809,Joaquim Gomes,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,879.423
500,2703809,Joaquim Gomes,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,20.763
501,2703809,Joaquim Gomes,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,132.412
502,2703809,Joaquim Gomes,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,594.752
503,2703809,Joaquim Gomes,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,29.155
504,2703809,Joaquim Gomes,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,478.134
505,2703908,Jundiá,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
506,2703908,Jundiá,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
507,2703908,Jundiá,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
508,2703908,Jundiá,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
509,2703908,Jundiá,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
510,2703908,Jundiá,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
511,2703908,Jundiá,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,168.472
512,2703908,Jundiá,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
513,2703908,Jundiá,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
514,2703908,Jundiá,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,342.131
515,2703908,Jundiá,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
516,2703908,Jundiá,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,268.817
517,2704005,Junqueiro,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
518,2704005,Junqueiro,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,247.229
519,2704005,Junqueiro,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,179.397
520,2704005,Junqueiro,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,1442.921
521,2704005,Junqueiro,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,11.956
522,2704005,Junqueiro,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,8.087
523,2704005,Junqueiro,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,501.476
524,2704005,Junqueiro,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,68.765
525,2704005,Junqueiro,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,12.138
526,2704005,Junqueiro,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,409.922
527,2704005,Junqueiro,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,108.755
528,2704005,Junqueiro,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,96.206
529,2704104,Lagoa da Canoa,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
530,2704104,Lagoa da Canoa,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,119.325
531,2704104,Lagoa da Canoa,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,130.84
532,2704104,Lagoa da Canoa,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,32.866
533,2704104,Lagoa da Canoa,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
534,2704104,Lagoa da Canoa,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
535,2704104,Lagoa da Canoa,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,2985.66
536,2704104,Lagoa da Canoa,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,33.763
537,2704104,Lagoa da Canoa,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,45.218
538,2704104,Lagoa da Canoa,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,216.72
539,2704104,Lagoa da Canoa,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
540,2704104,Lagoa da Canoa,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,10.836
541,2704203,Limoeiro de Anadia,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,7.081
542,2704203,Limoeiro de Anadia,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,182.847
543,2704203,Limoeiro de Anadia,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,195.661
544,2704203,Limoeiro de Anadia,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,312.576
545,2704203,Limoeiro de Anadia,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,17.269
546,2704203,Limoeiro de Anadia,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,3.509
547,2704203,Limoeiro de Anadia,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,1753.099
548,2704203,Limoeiro de Anadia,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,3.476
549,2704203,Limoeiro de Anadia,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,96.872
550,2704203,Limoeiro de Anadia,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,545.675
551,2704203,Limoeiro de Anadia,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,32.336
552,2704203,Limoeiro de Anadia,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,113.177
553,2704302,Maceió,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.702
554,2704302,Maceió,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,597.024
555,2704302,Maceió,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,396.637
556,2704302,Maceió,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,567.872
557,2704302,Maceió,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,70.448
558,2704302,Maceió,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,42.573
559,2704302,Maceió,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,493.352
560,2704302,Maceió,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,96.551
561,2704302,Maceió,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,400.835
562,2704302,Maceió,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,1632.085
563,2704302,Maceió,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,257.121
564,2704302,Maceió,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,636.173
565,2704401,Major Isidoro,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
566,2704401,Major Isidoro,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,40.074
567,2704401,Major Isidoro,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,2539.033
568,2704401,Major Isidoro,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
569,2704401,Major Isidoro,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
570,2704401,Major Isidoro,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
571,2704401,Major Isidoro,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,237.326
572,2704401,Major Isidoro,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,90.616
